stock_date,product_id,warehouse_id,quantity_on_hand,reorder_point,max_stock,unit_cost_eur,avg_daily_demand
2025-12-18,PRD-0721,WH-001,360,72,546,782.48,18
2025-12-18,PRD-0756,WH-005,427,89,670,863.33,15
2025-12-18,PRD-0756,WH-010,384,67,508,863.33,8
2025-12-18,PRD-0756,WH-003,0,7,52,863.33,1
2025-12-18,PRD-0756,WH-002,198,39,297,863.33,13
2025-12-18,PRD-0254,WH-002,315,61,459,2233.41,9
2025-12-18,PRD-0254,WH-008,395,69,519,2233.41,15
2025-12-18,PRD-0254,WH-011,283,52,393,2233.41,18
2025-12-18,PRD-0254,WH-003,338,72,544,2233.41,13
2025-12-18,PRD-0053,WH-011,457,87,654,200.55,15
2025-12-18,PRD-0053,WH-012,249,40,304,200.55,11
2025-12-18,PRD-0053,WH-006,366,71,535,200.55,19
2025-12-18,PRD-0053,WH-008,413,89,667,200.55,33
2025-12-18,PRD-0671,WH-010,214,50,376,338.07,12
2025-12-18,PRD-0671,WH-004,370,66,498,338.07,10
2025-12-18,PRD-0671,WH-008,77,20,156,338.07,3
2025-12-18,PRD-0671,WH-009,281,63,475,338.07,19
2025-12-18,PRD-0267,WH-007,461,88,664,1797.77,21
2025-12-18,PRD-0267,WH-012,297,55,414,1797.77,20
2025-12-18,PRD-0267,WH-008,174,26,198,1797.77,6
2025-12-18,PRD-0267,WH-009,481,90,679,1797.77,33
2025-12-18,PRD-0145,WH-003,373,81,612,163.39,10
2025-12-18,PRD-0145,WH-002,337,69,520,163.39,20
2025-12-18,PRD-0145,WH-005,468,96,721,163.39,32
2025-12-18,PRD-0145,WH-008,110,23,178,163.39,9
2025-12-18,PRD-0306,WH-006,6,23,177,1343.5,4
2025-12-18,PRD-0306,WH-003,5,8,64,1343.5,1
2025-12-18,PRD-0306,WH-009,21,29,219,1343.5,10
2025-12-18,PRD-0306,WH-001,26,50,379,1343.5,18
2025-12-18,PRD-0427,WH-001,371,67,502,6184.21,20
2025-12-18,PRD-0427,WH-012,160,31,232,6184.21,5
2025-12-18,PRD-0427,WH-006,65,20,151,6184.21,4
2025-12-18,PRD-0427,WH-004,168,28,210,6184.21,3
2025-12-18,PRD-0777,WH-007,116,18,136,238.93,5
2025-12-18,PRD-0777,WH-006,533,98,741,238.93,31
2025-12-18,PRD-0777,WH-002,248,46,349,238.93,18
2025-12-18,PRD-0777,WH-004,304,53,400,238.93,14
2025-12-18,PRD-0457,WH-012,215,34,261,134.0,8
2025-12-18,PRD-0457,WH-006,200,33,250,134.0,8
2025-12-18,PRD-0457,WH-002,391,86,646,134.0,20
2025-12-18,PRD-0457,WH-010,222,43,327,134.0,4
2025-12-18,PRD-0479,WH-007,141,37,279,51.78,13
2025-12-18,PRD-0479,WH-001,146,21,159,51.78,3
2025-12-18,PRD-0479,WH-010,161,35,265,51.78,5
2025-12-18,PRD-0479,WH-002,103,25,192,51.78,10
2025-12-18,PRD-0743,WH-001,162,40,301,210.49,6
2025-12-18,PRD-0743,WH-006,47,14,111,210.49,2
2025-12-18,PRD-0743,WH-009,139,23,178,210.49,6
2025-12-18,PRD-0743,WH-002,435,93,703,210.49,17
2025-12-18,PRD-0480,WH-005,97,16,121,107.16,6
2025-12-18,PRD-0480,WH-006,355,69,517,107.16,21
2025-12-18,PRD-0480,WH-008,262,46,349,107.16,7
2025-12-18,PRD-0480,WH-004,313,69,519,107.16,11
2025-12-18,PRD-0496,WH-006,458,82,619,4.57,25
2025-12-18,PRD-0496,WH-008,270,45,337,4.57,11
2025-12-18,PRD-0496,WH-003,228,48,361,4.57,13
2025-12-18,PRD-0496,WH-009,218,47,358,4.57,17
2025-12-18,PRD-0653,WH-011,323,56,421,55.68,12
2025-12-18,PRD-0653,WH-003,192,43,328,55.68,10
2025-12-18,PRD-0653,WH-004,23,11,85,55.68,1
2025-12-18,PRD-0653,WH-008,75,21,157,55.68,2
2025-12-18,PRD-0262,WH-004,6,11,87,1400.01,4
2025-12-18,PRD-0262,WH-010,51,78,589,1400.01,15
2025-12-18,PRD-0262,WH-008,89,99,748,1400.01,21
2025-12-18,PRD-0262,WH-003,21,33,247,1400.01,11
2025-12-18,PRD-0283,WH-009,431,79,598,639.73,10
2025-12-18,PRD-0283,WH-012,277,55,412,639.73,14
2025-12-18,PRD-0283,WH-002,187,36,274,639.73,6
2025-12-18,PRD-0283,WH-004,361,77,577,639.73,16
2025-12-18,PRD-0035,WH-012,347,69,519,234.1,17
2025-12-18,PRD-0035,WH-011,287,58,436,234.1,16
2025-12-18,PRD-0035,WH-005,213,36,273,234.1,10
2025-12-18,PRD-0035,WH-007,301,59,442,234.1,7
2025-12-18,PRD-0669,WH-006,211,34,255,616.57,8
2025-12-18,PRD-0669,WH-007,83,12,91,616.57,4
2025-12-18,PRD-0669,WH-002,313,67,502,616.57,17
2025-12-18,PRD-0669,WH-001,152,30,229,616.57,11
2025-12-18,PRD-0738,WH-009,420,91,682,954.18,24
2025-12-18,PRD-0738,WH-007,267,62,465,954.18,20
2025-12-18,PRD-0738,WH-001,13,8,61,954.18,1
2025-12-18,PRD-0738,WH-002,396,83,627,954.18,10
2025-12-18,PRD-0371,WH-007,335,64,481,7108.8,18
2025-12-18,PRD-0371,WH-005,241,57,432,7108.8,7
2025-12-18,PRD-0371,WH-012,220,45,337,7108.8,14
2025-12-18,PRD-0371,WH-003,289,52,394,7108.8,16
2025-12-18,PRD-0313,WH-001,12,88,660,1360.97,28
2025-12-18,PRD-0313,WH-011,31,47,354,1360.97,10
2025-12-18,PRD-0313,WH-006,54,69,520,1360.97,27
2025-12-18,PRD-0313,WH-008,17,20,154,1360.97,6
2025-12-18,PRD-0426,WH-008,240,47,358,2114.14,10
2025-12-18,PRD-0426,WH-006,383,80,600,2114.14,28
2025-12-18,PRD-0426,WH-003,54,7,58,2114.14,1
2025-12-18,PRD-0426,WH-010,424,87,655,2114.14,21
2025-12-18,PRD-0565,WH-002,467,92,696,99.27,26
2025-12-18,PRD-0565,WH-001,50,10,78,99.27,3
2025-12-18,PRD-0565,WH-012,326,59,442,99.27,13
2025-12-18,PRD-0565,WH-005,326,65,487,99.27,12
2025-12-18,PRD-0544,WH-004,98,19,147,53.05,6
2025-12-18,PRD-0544,WH-009,118,14,105,53.05,4
2025-12-18,PRD-0544,WH-007,143,29,222,53.05,4
2025-12-18,PRD-0544,WH-001,210,47,354,53.05,18
2025-12-18,PRD-0354,WH-008,69,20,153,4436.17,6
2025-12-18,PRD-0354,WH-001,176,42,316,4436.17,14
2025-12-18,PRD-0354,WH-012,53,13,103,4436.17,3
2025-12-18,PRD-0354,WH-007,375,66,496,4436.17,13
2025-12-18,PRD-0576,WH-005,91,13,100,77.85,4
2025-12-18,PRD-0576,WH-002,173,40,301,77.85,9
2025-12-18,PRD-0576,WH-003,206,34,261,77.85,4
2025-12-18,PRD-0576,WH-009,133,22,171,77.85,2
2025-12-18,PRD-0780,WH-008,245,49,372,1038.94,6
2025-12-18,PRD-0780,WH-012,231,54,405,1038.94,13
2025-12-18,PRD-0780,WH-010,95,21,157,1038.94,3
2025-12-18,PRD-0780,WH-009,356,67,502,1038.94,12
2025-12-18,PRD-0508,WH-008,219,44,336,10.4,13
2025-12-18,PRD-0508,WH-010,422,93,700,10.4,30
2025-12-18,PRD-0508,WH-004,1,6,49,10.4,1
2025-12-18,PRD-0508,WH-012,137,33,250,10.4,10
2025-12-18,PRD-0364,WH-008,174,43,322,2903.88,8
2025-12-18,PRD-0364,WH-009,458,93,697,2903.88,11
2025-12-18,PRD-0364,WH-007,186,38,288,2903.88,12
2025-12-18,PRD-0364,WH-002,384,84,633,2903.88,28
2025-12-18,PRD-0246,WH-011,36,89,672,2643.86,32
2025-12-18,PRD-0246,WH-007,6,12,93,2643.86,3
2025-12-18,PRD-0246,WH-001,10,13,102,2643.86,1
2025-12-18,PRD-0246,WH-003,1,56,420,2643.86,7
2025-12-18,PRD-0024,WH-009,93,11,84,301.48,2
2025-12-18,PRD-0024,WH-003,324,74,555,301.48,9
2025-12-18,PRD-0024,WH-004,84,14,111,301.48,1
2025-12-18,PRD-0024,WH-011,216,50,375,301.48,9
2025-12-18,PRD-0231,WH-011,377,67,502,2678.76,8
2025-12-18,PRD-0231,WH-007,444,93,703,2678.76,30
2025-12-18,PRD-0231,WH-009,375,76,571,2678.76,11
2025-12-18,PRD-0231,WH-002,160,24,186,2678.76,4
2025-12-18,PRD-0289,WH-010,76,22,165,1489.93,3
2025-12-18,PRD-0289,WH-002,462,90,679,1489.93,20
2025-12-18,PRD-0289,WH-004,258,53,403,1489.93,9
2025-12-18,PRD-0289,WH-007,244,40,304,1489.93,7
2025-12-18,PRD-0155,WH-002,34,15,115,177.28,4
2025-12-18,PRD-0155,WH-006,184,37,279,177.28,5
2025-12-18,PRD-0155,WH-009,451,87,658,177.28,29
2025-12-18,PRD-0155,WH-011,192,48,363,177.28,16
2025-12-18,PRD-0308,WH-009,1,20,153,956.85,2
2025-12-18,PRD-0308,WH-012,22,60,453,956.85,12
2025-12-18,PRD-0308,WH-004,22,26,196,956.85,9
2025-12-18,PRD-0308,WH-008,33,37,277,956.85,8
2025-12-18,PRD-0568,WH-009,204,38,285,8.15,12
2025-12-18,PRD-0568,WH-010,430,95,717,8.15,10
2025-12-18,PRD-0568,WH-006,111,18,136,8.15,3
2025-12-18,PRD-0568,WH-008,84,7,58,8.15,2
2025-12-18,PRD-0110,WH-007,325,72,544,212.29,8
2025-12-18,PRD-0110,WH-001,460,97,730,212.29,16
2025-12-18,PRD-0110,WH-012,477,92,693,212.29,20
2025-12-18,PRD-0110,WH-009,105,22,168,212.29,7
2025-12-18,PRD-0798,WH-010,513,92,694,469.55,22
2025-12-18,PRD-0798,WH-002,144,36,274,469.55,7
2025-12-18,PRD-0798,WH-008,378,82,619,469.55,10
2025-12-18,PRD-0798,WH-001,112,14,111,469.55,5
2025-12-18,PRD-0066,WH-005,199,39,298,240.55,9
2025-12-18,PRD-0066,WH-003,93,22,166,240.55,3
2025-12-18,PRD-0066,WH-007,68,13,100,240.55,2
2025-12-18,PRD-0066,WH-012,143,22,166,240.55,8
2025-12-18,PRD-0255,WH-011,0,8,61,2248.39,1
2025-12-18,PRD-0255,WH-007,173,44,331,2248.39,8
2025-12-18,PRD-0255,WH-005,352,70,528,2248.39,21
2025-12-18,PRD-0255,WH-012,477,95,715,2248.39,14
2025-12-18,PRD-0623,WH-004,543,99,742,342.67,18
2025-12-18,PRD-0623,WH-001,0,5,39,342.67,1
2025-12-18,PRD-0623,WH-002,102,18,136,342.67,4
2025-12-18,PRD-0623,WH-012,283,49,370,342.67,9
2025-12-18,PRD-0394,WH-001,473,88,661,4439.12,16
2025-12-18,PRD-0394,WH-011,545,99,748,4439.12,14
2025-12-18,PRD-0394,WH-008,271,48,360,4439.12,6
2025-12-18,PRD-0394,WH-003,97,26,195,4439.12,3
2025-12-18,PRD-0349,WH-002,362,72,543,7445.23,13
2025-12-18,PRD-0349,WH-012,466,94,708,7445.23,35
2025-12-18,PRD-0349,WH-010,175,38,291,7445.23,15
2025-12-18,PRD-0349,WH-008,412,75,567,7445.23,27
2025-12-18,PRD-0054,WH-003,112,28,214,155.25,7
2025-12-18,PRD-0054,WH-011,275,57,429,155.25,19
2025-12-18,PRD-0054,WH-005,387,79,594,155.25,21
2025-12-18,PRD-0054,WH-008,255,60,454,155.25,21
2025-12-18,PRD-0417,WH-006,33,13,103,3767.16,2
2025-12-18,PRD-0417,WH-009,277,57,430,3767.16,11
2025-12-18,PRD-0417,WH-012,440,97,729,3767.16,27
2025-12-18,PRD-0417,WH-011,413,81,610,3767.16,11
2025-12-18,PRD-0315,WH-007,7,17,133,2821.7,5
2025-12-18,PRD-0315,WH-011,60,73,553,2821.7,15
2025-12-18,PRD-0315,WH-005,21,37,279,2821.7,5
2025-12-18,PRD-0315,WH-008,8,81,612,2821.7,29
2025-12-18,PRD-0312,WH-001,254,50,379,528.93,18
2025-12-18,PRD-0312,WH-010,475,95,715,528.93,13
2025-12-18,PRD-0312,WH-007,55,4,36,528.93,1
2025-12-18,PRD-0312,WH-012,60,10,76,528.93,2
2025-12-18,PRD-0456,WH-006,386,82,615,56.51,31
2025-12-18,PRD-0456,WH-007,282,56,420,56.51,21
2025-12-18,PRD-0456,WH-010,0,6,45,56.51,1
2025-12-18,PRD-0456,WH-009,116,19,148,56.51,7
2025-12-18,PRD-0719,WH-008,141,18,136,264.6,2
2025-12-18,PRD-0719,WH-012,179,27,205,264.6,9
2025-12-18,PRD-0719,WH-006,235,37,282,264.6,13
2025-12-18,PRD-0719,WH-003,359,70,526,264.6,11
2025-12-18,PRD-0330,WH-008,197,48,361,682.07,16
2025-12-18,PRD-0330,WH-007,32,15,115,682.07,5
2025-12-18,PRD-0330,WH-006,135,35,267,682.07,8
2025-12-18,PRD-0330,WH-003,0,8,64,682.07,2
2025-12-18,PRD-0218,WH-012,6,11,84,1073.47,2
2025-12-18,PRD-0218,WH-011,12,5,42,1073.47,1
2025-12-18,PRD-0218,WH-001,435,86,646,1073.47,22
2025-12-18,PRD-0218,WH-010,214,49,373,1073.47,8
2025-12-18,PRD-0132,WH-001,466,83,624,308.06,12
2025-12-18,PRD-0132,WH-006,127,29,222,308.06,11
2025-12-18,PRD-0132,WH-003,403,86,651,308.06,12
2025-12-18,PRD-0132,WH-004,43,13,99,308.06,3
2025-12-18,PRD-0342,WH-002,423,85,642,1732.39,10
2025-12-18,PRD-0342,WH-011,210,50,381,1732.39,14
2025-12-18,PRD-0342,WH-005,362,72,546,1732.39,10
2025-12-18,PRD-0342,WH-008,364,63,475,1732.39,13
2025-12-18,PRD-0729,WH-005,113,16,124,112.33,2
2025-12-18,PRD-0729,WH-011,396,85,640,112.33,15
2025-12-18,PRD-0729,WH-008,511,96,721,112.33,13
2025-12-18,PRD-0729,WH-006,247,52,396,112.33,14
2025-12-18,PRD-0607,WH-001,446,86,645,470.65,30
2025-12-18,PRD-0607,WH-002,31,16,121,470.65,2
2025-12-18,PRD-0607,WH-008,309,54,409,470.65,13
2025-12-18,PRD-0607,WH-012,431,81,607,470.65,31
2025-12-18,PRD-0144,WH-001,304,61,463,260.52,15
2025-12-18,PRD-0144,WH-003,251,52,396,260.52,5
2025-12-18,PRD-0144,WH-005,329,66,499,260.52,10
2025-12-18,PRD-0144,WH-002,206,40,303,260.52,5
2025-12-18,PRD-0182,WH-012,408,83,622,3071.08,13
2025-12-18,PRD-0182,WH-007,371,70,528,3071.08,18
2025-12-18,PRD-0182,WH-004,423,81,613,3071.08,12
2025-12-18,PRD-0182,WH-010,0,5,42,3071.08,2
2025-12-18,PRD-0257,WH-011,274,51,387,2082.02,13
2025-12-18,PRD-0257,WH-001,282,63,472,2082.02,16
2025-12-18,PRD-0257,WH-008,231,53,403,2082.02,20
2025-12-18,PRD-0257,WH-012,470,99,748,2082.02,15
2025-12-18,PRD-0115,WH-009,80,14,111,208.5,4
2025-12-18,PRD-0115,WH-001,22,7,52,208.5,1
2025-12-18,PRD-0115,WH-002,91,15,112,208.5,5
2025-12-18,PRD-0115,WH-006,329,60,454,208.5,22
2025-12-18,PRD-0158,WH-008,246,50,379,167.85,9
2025-12-18,PRD-0158,WH-004,80,22,169,167.85,8
2025-12-18,PRD-0158,WH-003,175,32,240,167.85,3
2025-12-18,PRD-0158,WH-012,32,10,76,167.85,3
2025-12-18,PRD-0460,WH-006,301,63,478,12.5,14
2025-12-18,PRD-0460,WH-012,260,53,397,12.5,11
2025-12-18,PRD-0460,WH-001,481,89,667,12.5,31
2025-12-18,PRD-0460,WH-003,373,73,552,12.5,26
2025-12-18,PRD-0277,WH-004,14,60,456,1559.22,17
2025-12-18,PRD-0277,WH-012,33,73,547,1559.22,11
2025-12-18,PRD-0277,WH-002,5,20,156,1559.22,8
2025-12-18,PRD-0277,WH-011,2,14,109,1559.22,1
2025-12-18,PRD-0493,WH-005,94,12,90,122.9,3
2025-12-18,PRD-0493,WH-012,222,39,295,122.9,11
2025-12-18,PRD-0493,WH-011,440,91,687,122.9,29
2025-12-18,PRD-0493,WH-008,489,91,687,122.9,12
2025-12-18,PRD-0781,WH-001,294,67,502,667.89,8
2025-12-18,PRD-0781,WH-006,374,77,580,667.89,9
2025-12-18,PRD-0781,WH-008,223,52,391,667.89,11
2025-12-18,PRD-0781,WH-009,461,91,685,667.89,20
2025-12-18,PRD-0025,WH-012,342,67,507,254.2,14
2025-12-18,PRD-0025,WH-009,423,82,618,254.2,19
2025-12-18,PRD-0025,WH-007,268,48,366,254.2,5
2025-12-18,PRD-0025,WH-006,190,43,328,254.2,7
2025-12-18,PRD-0651,WH-011,255,49,370,519.36,10
2025-12-18,PRD-0651,WH-008,356,72,543,519.36,8
2025-12-18,PRD-0651,WH-003,340,69,522,519.36,27
2025-12-18,PRD-0651,WH-012,122,27,207,519.36,9
2025-12-18,PRD-0611,WH-004,118,32,244,49.59,7
2025-12-18,PRD-0611,WH-006,370,70,529,49.59,17
2025-12-18,PRD-0611,WH-010,433,80,604,49.59,15
2025-12-18,PRD-0611,WH-009,329,56,426,49.59,9
2025-12-18,PRD-0034,WH-006,171,42,316,145.63,9
2025-12-18,PRD-0034,WH-008,160,34,255,145.63,5
2025-12-18,PRD-0034,WH-002,177,25,193,145.63,3
2025-12-18,PRD-0034,WH-004,64,15,117,145.63,3
2025-12-18,PRD-0276,WH-009,7,20,156,697.77,7
2025-12-18,PRD-0276,WH-008,7,11,82,697.77,1
2025-12-18,PRD-0276,WH-011,42,98,741,697.77,32
2025-12-18,PRD-0276,WH-002,30,82,618,697.77,27
2025-12-18,PRD-0397,WH-010,311,61,459,4934.85,22
2025-12-18,PRD-0397,WH-003,249,56,421,4934.85,16
2025-12-18,PRD-0397,WH-011,56,20,153,4934.85,4
2025-12-18,PRD-0397,WH-012,332,60,450,4934.85,15
2025-12-18,PRD-0646,WH-003,167,43,322,302.56,8
2025-12-18,PRD-0646,WH-006,126,33,250,302.56,12
2025-12-18,PRD-0646,WH-005,279,61,463,302.56,12
2025-12-18,PRD-0646,WH-007,132,33,253,302.56,8
2025-12-18,PRD-0004,WH-007,249,51,388,126.39,12
2025-12-18,PRD-0004,WH-005,258,47,357,126.39,16
2025-12-18,PRD-0004,WH-011,330,69,519,126.39,23
2025-12-18,PRD-0004,WH-004,24,11,84,126.39,2
2025-12-18,PRD-0384,WH-011,321,59,447,6000.93,10
2025-12-18,PRD-0384,WH-010,306,52,394,6000.93,6
2025-12-18,PRD-0384,WH-001,401,71,532,6000.93,14
2025-12-18,PRD-0384,WH-009,0,5,42,6000.93,2
2025-12-18,PRD-0791,WH-011,98,12,90,1252.37,3
2025-12-18,PRD-0791,WH-001,341,62,466,1252.37,11
2025-12-18,PRD-0791,WH-008,451,81,613,1252.37,31
2025-12-18,PRD-0791,WH-005,204,40,303,1252.37,14
2025-12-18,PRD-0186,WH-003,161,41,310,2792.44,8
2025-12-18,PRD-0186,WH-009,299,63,477,2792.44,12
2025-12-18,PRD-0186,WH-007,355,66,496,2792.44,20
2025-12-18,PRD-0186,WH-001,413,82,618,2792.44,11
2025-12-18,PRD-0609,WH-005,46,19,144,558.33,2
2025-12-18,PRD-0609,WH-007,67,15,114,558.33,2
2025-12-18,PRD-0609,WH-009,302,52,396,558.33,20
2025-12-18,PRD-0609,WH-002,352,80,601,558.33,23
2025-12-18,PRD-0372,WH-005,206,32,241,3310.66,12
2025-12-18,PRD-0372,WH-003,237,38,286,3310.66,13
2025-12-18,PRD-0372,WH-002,479,97,732,3310.66,10
2025-12-18,PRD-0372,WH-012,159,41,313,3310.66,11
2025-12-18,PRD-0497,WH-011,163,37,277,99.85,5
2025-12-18,PRD-0497,WH-010,223,38,291,99.85,8
2025-12-18,PRD-0497,WH-009,350,63,472,99.85,11
2025-12-18,PRD-0497,WH-001,117,21,159,99.85,5
2025-12-18,PRD-0432,WH-001,52,13,97,132.5,3
2025-12-18,PRD-0432,WH-005,372,83,628,132.5,28
2025-12-18,PRD-0432,WH-010,173,30,226,132.5,7
2025-12-18,PRD-0432,WH-011,163,38,286,132.5,5
2025-12-18,PRD-0602,WH-001,382,84,634,387.0,12
2025-12-18,PRD-0602,WH-011,141,33,249,387.0,3
2025-12-18,PRD-0602,WH-006,240,55,412,387.0,8
2025-12-18,PRD-0602,WH-012,220,47,355,387.0,16
2025-12-18,PRD-0044,WH-005,342,69,523,272.79,16
2025-12-18,PRD-0044,WH-009,329,66,499,272.79,13
2025-12-18,PRD-0044,WH-003,173,24,184,272.79,5
2025-12-18,PRD-0044,WH-008,140,34,259,272.79,12
2025-12-18,PRD-0793,WH-001,219,46,349,610.88,6
2025-12-18,PRD-0793,WH-010,242,52,391,610.88,17
2025-12-18,PRD-0793,WH-011,120,17,127,610.88,5
2025-12-18,PRD-0793,WH-002,283,66,495,610.88,21
2025-12-18,PRD-0314,WH-011,74,23,178,777.26,8
2025-12-18,PRD-0314,WH-006,335,72,541,777.26,17
2025-12-18,PRD-0314,WH-003,300,52,394,777.26,11
2025-12-18,PRD-0314,WH-005,430,90,675,777.26,18
2025-12-18,PRD-0160,WH-002,513,93,700,181.68,21
2025-12-18,PRD-0160,WH-007,122,30,231,181.68,8
2025-12-18,PRD-0160,WH-009,292,51,384,181.68,13
2025-12-18,PRD-0160,WH-011,308,55,414,181.68,18
2025-12-18,PRD-0273,WH-007,6,8,64,668.56,1
2025-12-18,PRD-0273,WH-010,9,11,88,668.56,1
2025-12-18,PRD-0273,WH-011,10,11,85,668.56,3
2025-12-18,PRD-0273,WH-009,55,89,669,668.56,9
2025-12-18,PRD-0027,WH-012,238,45,337,142.47,8
2025-12-18,PRD-0027,WH-007,254,54,405,142.47,17
2025-12-18,PRD-0027,WH-003,29,8,63,142.47,2
2025-12-18,PRD-0027,WH-010,150,26,199,142.47,3
2025-12-18,PRD-0050,WH-012,56,17,127,314.57,6
2025-12-18,PRD-0050,WH-002,382,76,573,314.57,15
2025-12-18,PRD-0050,WH-006,161,35,264,314.57,10
2025-12-18,PRD-0050,WH-001,151,33,247,314.57,9
2025-12-18,PRD-0006,WH-003,109,24,184,282.51,8
2025-12-18,PRD-0006,WH-010,467,95,714,282.51,11
2025-12-18,PRD-0006,WH-009,150,38,289,282.51,15
2025-12-18,PRD-0006,WH-006,121,25,190,282.51,8
2025-12-18,PRD-0333,WH-001,0,4,34,7312.58,1
2025-12-18,PRD-0333,WH-005,276,60,456,7312.58,18
2025-12-18,PRD-0333,WH-012,279,50,381,7312.58,9
2025-12-18,PRD-0333,WH-006,299,52,390,7312.58,14
2025-12-18,PRD-0107,WH-005,31,7,57,146.97,2
2025-12-18,PRD-0107,WH-002,28,7,54,146.97,1
2025-12-18,PRD-0107,WH-012,348,74,556,146.97,24
2025-12-18,PRD-0107,WH-008,379,80,601,146.97,25
2025-12-18,PRD-0572,WH-001,425,85,637,130.84,27
2025-12-18,PRD-0572,WH-002,308,51,388,130.84,19
2025-12-18,PRD-0572,WH-007,173,27,207,130.84,3
2025-12-18,PRD-0572,WH-012,183,40,304,130.84,11
2025-12-18,PRD-0166,WH-007,479,87,657,294.2,11
2025-12-18,PRD-0166,WH-008,64,18,141,294.2,5
2025-12-18,PRD-0166,WH-006,135,36,270,294.2,12
2025-12-18,PRD-0166,WH-011,219,53,400,294.2,15
2025-12-18,PRD-0603,WH-004,0,6,48,122.1,2
2025-12-18,PRD-0603,WH-010,103,22,166,122.1,3
2025-12-18,PRD-0603,WH-005,318,60,456,122.1,17
2025-12-18,PRD-0603,WH-008,357,71,535,122.1,25
2025-12-18,PRD-0610,WH-006,91,11,88,237.12,3
2025-12-18,PRD-0610,WH-008,138,22,171,237.12,4
2025-12-18,PRD-0610,WH-010,256,60,453,237.12,7
2025-12-18,PRD-0610,WH-007,206,39,297,237.12,10
2025-12-18,PRD-0742,WH-005,518,97,733,695.05,25
2025-12-18,PRD-0742,WH-011,428,82,615,695.05,15
2025-12-18,PRD-0742,WH-004,59,15,118,695.05,2
2025-12-18,PRD-0742,WH-012,398,82,619,695.05,28
2025-12-18,PRD-0213,WH-005,409,77,582,982.8,24
2025-12-18,PRD-0213,WH-003,363,73,550,982.8,18
2025-12-18,PRD-0213,WH-002,513,99,745,982.8,11
2025-12-18,PRD-0213,WH-004,56,6,49,982.8,2
2025-12-18,PRD-0368,WH-007,360,67,504,6012.9,15
2025-12-18,PRD-0368,WH-006,12,9,69,6012.9,3
2025-12-18,PRD-0368,WH-009,156,31,234,6012.9,3
2025-12-18,PRD-0368,WH-005,8,11,87,6012.9,1
2025-12-18,PRD-0111,WH-010,18,12,94,291.59,1
2025-12-18,PRD-0111,WH-003,249,51,385,291.59,15
2025-12-18,PRD-0111,WH-004,136,34,261,291.59,11
2025-12-18,PRD-0111,WH-001,148,39,294,291.59,14
2025-12-18,PRD-0381,WH-010,238,53,403,8675.7,9
2025-12-18,PRD-0381,WH-011,16,4,36,8675.7,1
2025-12-18,PRD-0381,WH-001,146,34,258,8675.7,11
2025-12-18,PRD-0381,WH-003,370,71,538,8675.7,24
2025-12-18,PRD-0695,WH-003,148,24,181,366.01,6
2025-12-18,PRD-0695,WH-001,506,91,685,366.01,27
2025-12-18,PRD-0695,WH-005,377,67,504,366.01,9
2025-12-18,PRD-0695,WH-011,459,95,715,366.01,28
2025-12-18,PRD-0229,WH-006,331,56,423,973.63,7
2025-12-18,PRD-0229,WH-003,209,40,303,973.63,5
2025-12-18,PRD-0229,WH-011,325,61,457,973.63,8
2025-12-18,PRD-0229,WH-007,178,29,219,973.63,9
2025-12-18,PRD-0052,WH-012,140,25,189,117.65,8
2025-12-18,PRD-0052,WH-007,107,15,112,117.65,1
2025-12-18,PRD-0052,WH-004,253,44,333,117.65,5
2025-12-18,PRD-0052,WH-011,357,78,588,117.65,14
2025-12-18,PRD-0555,WH-005,196,39,294,74.08,13
2025-12-18,PRD-0555,WH-012,6,4,33,74.08,1
2025-12-18,PRD-0555,WH-004,20,12,94,74.08,1
2025-12-18,PRD-0555,WH-010,89,21,160,74.08,4
2025-12-18,PRD-0395,WH-012,291,64,480,8180.31,12
2025-12-18,PRD-0395,WH-002,0,4,33,8180.31,1
2025-12-18,PRD-0395,WH-003,211,34,255,8180.31,12
2025-12-18,PRD-0395,WH-005,235,46,351,8180.31,9
2025-12-18,PRD-0369,WH-008,9,7,57,5416.48,1
2025-12-18,PRD-0369,WH-009,457,92,693,5416.48,9
2025-12-18,PRD-0369,WH-007,464,98,735,5416.48,37
2025-12-18,PRD-0369,WH-003,406,75,565,5416.48,13
2025-12-18,PRD-0582,WH-006,432,83,627,286.54,12
2025-12-18,PRD-0582,WH-004,431,87,657,286.54,24
2025-12-18,PRD-0582,WH-003,285,62,465,286.54,20
2025-12-18,PRD-0582,WH-007,432,76,573,286.54,7
2025-12-18,PRD-0422,WH-006,248,57,432,5486.93,10
2025-12-18,PRD-0422,WH-011,152,22,166,5486.93,6
2025-12-18,PRD-0422,WH-004,211,36,273,5486.93,13
2025-12-18,PRD-0422,WH-012,55,13,102,5486.93,2
2025-12-18,PRD-0581,WH-007,404,78,585,115.4,25
2025-12-18,PRD-0581,WH-006,25,4,30,115.4,1
2025-12-18,PRD-0581,WH-012,119,22,171,115.4,8
2025-12-18,PRD-0581,WH-003,223,37,279,115.4,5
2025-12-18,PRD-0297,WH-010,2,26,195,2005.75,8
2025-12-18,PRD-0297,WH-003,3,74,556,2005.75,18
2025-12-18,PRD-0297,WH-011,9,83,625,2005.75,22
2025-12-18,PRD-0297,WH-005,46,56,424,2005.75,11
2025-12-18,PRD-0334,WH-012,437,85,639,4194.94,15
2025-12-18,PRD-0334,WH-001,408,81,610,4194.94,17
2025-12-18,PRD-0334,WH-011,192,29,219,4194.94,7
2025-12-18,PRD-0334,WH-004,150,20,153,4194.94,7
